"from","to","relation","date"
"58126491445","73415188676","SIBLING","1972-01-20"
"14699705590","12660685545","SIBLING","1970-06-24"
"12660685545","14699705590","SIBLING","1970-06-24"
"56678041416","42519806160","PARENT","2017-02-21"
"42519806160","56678041416","OFFSPRING","2017-02-21"
"57138725258","65789331275","SPOUSE","2010-03-06"
"65789331275","57138725258","SPOUSE","2010-03-06"
"81824592689","97185860889","SPOUSE","1984-07-22"
"97185860889","81824592689","SPOUSE","1984-07-22"
"60358791246","36698711316","SPOUSE","1989-10-31"
"36698711316","60358791246","SPOUSE","1989-10-31"
"21141405455","68592337431","SPOUSE","2002-06-30"
"68592337431","21141405455","SPOUSE","2002-06-30"
"83458492709","25195970534","SPOUSE","1987-05-10"
"25195970534","83458492709","SPOUSE","1987-05-10"
"69636074100","71932668921","PARENT","1978-09-18"
"71932668921","69636074100","OFFSPRING","1978-09-18"
"34221110818","54670500976","SIBLING","2015-06-17"
"54670500976","34221110818","SIBLING","2015-06-17"
"53210795182","91680107903","SIBLING","1980-12-05"
"91680107903","53210795182","SIBLING","1980-12-05"
"12672663252","84483077651","SIBLING","2002-03-21"
"84483077651","12672663252","SIBLING","2002-03-21"
"74313107809","59211233624","PARENT","1997-07-31"
"59211233624","74313107809","OFFSPRING","1997-07-31"
"82123836151","65583675445","PARENT","2010-12-21"
"65583675445","82123836151","OFFSPRING","2010-12-21"
"95063621628","47476336956","SIBLING","1983-05-12"
"47476336956","95063621628","SIBLING","1983-05-12"
"46568881066","59974738988","SPOUSE","1989-11-28"
"59974738988","46568881066","SPOUSE","1989-11-28"
"31099808180","77174157468","SPOUSE","2019-04-30"
"77174157468","31099808180","SPOUSE","2019-04-30"
"72495783427","70477632819","SIBLING","2015-03-12"
"70477632819","72495783427","SIBLING","2015-03-12"
"21805957613","60454554651","SIBLING","2009-04-17"
"60454554651","21805957613","SIBLING","2009-04-17"
"14750961553","46032921821","PARENT","1970-04-05"
"46032921821","14750961553","OFFSPRING","1970-04-05"
"85816987071","84451150584","SPOUSE","1971-12-02"
"84451150584","85816987071","SPOUSE","1971-12-02"
"22165495616","80011464146","PARENT","1983-05-22"
"80011464146","22165495616","OFFSPRING","1983-05-22"
"35963112291","10208871083","SPOUSE","1990-02-24"
"10208871083","35963112291","SPOUSE","1990-02-24"
"78508709307","14311130086","SPOUSE","1980-02-03"
"14311130086","78508709307","SPOUSE","1980-02-03"
"10179618600","67379696679","PARENT","1991-05-20"
"67379696679","10179618600","OFFSPRING","1991-05-20"
"62617264246","28911859008","SIBLING","1998-07-23"
"28911859008","62617264246","SIBLING","1998-07-23"
"38790638406","95272307499","SPOUSE","1996-05-02"
"95272307499","38790638406","SPOUSE","1996-05-02"
"18741810852","32653982710","SPOUSE","1970-04-11"
"32653982710","18741810852","SPOUSE","1970-04-11"
"16703621491","54742207213","SPOUSE","2008-02-12"
"54742207213","16703621491","SPOUSE","2008-02-12"
"31015145790","30372444570","SIBLING","1990-03-02"
"30372444570","31015145790","SIBLING","1990-03-02"
"88571078323","26709586001","PARENT","2017-11-17"
"26709586001","88571078323","OFFSPRING","2017-11-17"
"26467850857","41121629072","SPOUSE","1980-07-23"
"41121629072","26467850857","SPOUSE","1980-07-23"
"89426812885","23542947595","SPOUSE","1971-10-20"
"23542947595","89426812885","SPOUSE","1971-10-20"
"22563755204","29256345846","PARENT","1993-07-28"
"29256345846","22563755204","OFFSPRING","1993-07-28"
"66769203115","26371110820","PARENT","1998-07-23"
"26371110820","66769203115","OFFSPRING","1998-07-23"
"52330820334","88949503629","PARENT","1973-02-03"
"88949503629","52330820334","OFFSPRING","1973-02-03"
"87727137520","55851814990","SIBLING","1997-06-23"
"55851814990","87727137520","SIBLING","1997-06-23"
"92918129940","84750476340","SIBLING","2002-11-23"
"84750476340","92918129940","SIBLING","2002-11-23"
"62995188675","74365889804","PARENT","1987-12-20"
"74365889804","62995188675","OFFSPRING","1987-12-20"
"24816695618","32224365762","SIBLING","1979-11-05"
"32224365762","24816695618","SIBLING","1979-11-05"
"81303024285","68450000076","SPOUSE","2009-05-22"
"68450000076","81303024285","SPOUSE","2009-05-22"
"30251812060","23204600892","SIBLING","1982-08-05"
"23204600892","30251812060","SIBLING","1982-08-05"
"58013921862","58462338993","SPOUSE","1992-07-17"
"58462338993","58013921862","SPOUSE","1992-07-17"
"85146180789","52086533354","SPOUSE","2014-08-18"
"52086533354","85146180789","SPOUSE","2014-08-18"
"46457708347","88610633736","SIBLING","1984-05-26"
"88610633736","46457708347","SIBLING","1984-05-26"
"67201468177","56484017457","SIBLING","2006-06-28"
"56484017457","67201468177","SIBLING","2006-06-28"
"77064386588","69688466246","SIBLING","1998-04-23"
"69688466246","77064386588","SIBLING","1998-04-23"
"30959275546","64129898124","SIBLING","1977-08-28"
"64129898124","30959275546","SIBLING","1977-08-28"
"48388261155","37404192727","SPOUSE","1999-10-20"
"37404192727","48388261155","SPOUSE","1999-10-20"
"62221227574","67371368170","SIBLING","1980-12-14"
"67371368170","62221227574","SIBLING","1980-12-14"
"12853161015","95586374038","SIBLING","1982-01-30"
"95586374038","12853161015","SIBLING","1982-01-30"
"30871444094","65726855010","SIBLING","1976-07-06"
"65726855010","30871444094","SIBLING","1976-07-06"
"66100718278","94552447562","SIBLING","1988-12-01"
"94552447562","66100718278","SIBLING","1988-12-01"
"42999157308","90344513860","PARENT","1993-11-11"
"90344513860","42999157308","OFFSPRING","1993-11-11"
"97704794657","16566359226","SPOUSE","2013-08-27"
"16566359226","97704794657","SPOUSE","2013-08-27"
"48626579468","94549841705","SIBLING","1981-05-04"
"94549841705","48626579468","SIBLING","1981-05-04"
"96187486616","16022860172","PARENT","2017-07-26"
"16022860172","96187486616","OFFSPRING","2017-07-26"
"32759311173","87583037122","SIBLING","1985-01-25"
"87583037122","32759311173","SIBLING","1985-01-25"
"43770050723","39731114570","SPOUSE","2008-01-29"
"39731114570","43770050723","SPOUSE","2008-01-29"
"40000645916","22981068556","SIBLING","1997-04-11"
"22981068556","40000645916","SIBLING","1997-04-11"
"34354947434","41444191311","SPOUSE","2003-01-04"
"41444191311","34354947434","SPOUSE","2003-01-04"
"97109281083","80586187419","PARENT","1990-02-09"
"80586187419","97109281083","OFFSPRING","1990-02-09"
"53064631782","62467045876","SPOUSE","1992-02-02"
"62467045876","53064631782","SPOUSE","1992-02-02"
"37067974080","53020528284","SPOUSE","1971-06-22"
"53020528284","37067974080","SPOUSE","1971-06-22"
"26719961461","87490410010","SIBLING","1977-08-09"
"87490410010","26719961461","SIBLING","1977-08-09"
"66652172020","25180794780","PARENT","1987-01-26"
"25180794780","66652172020","OFFSPRING","1987-01-26"
"27615320196","54108145379","PARENT","2007-12-18"
"54108145379","27615320196","OFFSPRING","2007-12-18"
"37614022906","13053465094","SIBLING","1987-12-08"
"13053465094","37614022906","SIBLING","1987-12-08"
"22474174919","36456421521","SPOUSE","2000-06-05"
"36456421521","22474174919","SPOUSE","2000-06-05"
"60457135552","42921927996","SIBLING","2001-02-27"
"42921927996","60457135552","SIBLING","2001-02-27"
"27737236116","44571192722","PARENT","2014-11-06"
"44571192722","27737236116","OFFSPRING","2014-11-06"
"22914085774","60855592298","SPOUSE","2013-10-31"
"60855592298","22914085774","SPOUSE","2013-10-31"
"48241951103","28656157283","SIBLING","1977-04-06"
"28656157283","48241951103","SIBLING","1977-04-06"
"34568401002","70406268192","SIBLING","1971-02-26"
"70406268192","34568401002","SIBLING","1971-02-26"
"14224443412","53119937595","SPOUSE","2016-08-11"
"53119937595","14224443412","SPOUSE","2016-08-11"
"99036897284","65519976778","SPOUSE","1984-08-01"
"65519976778","99036897284","SPOUSE","1984-08-01"
"21255664083","67449986883","PARENT","1976-02-24"
"67449986883","21255664083","OFFSPRING","1976-02-24"
"60454554651","20340369391","PARENT","2008-04-15"
"20340369391","60454554651","OFFSPRING","2008-04-15"
"41400358494","27774708826","SIBLING","1996-07-12"
"27774708826","41400358494","SIBLING","1996-07-12"
"94942267704","47332975062","SPOUSE","1975-12-31"
"47332975062","94942267704","SPOUSE","1975-12-31"
"13981118393","23566663402","SIBLING","1984-02-17"
"23566663402","13981118393","SIBLING","1984-02-17"
"39886544122","33976487615","PARENT","1989-04-03"
"33976487615","39886544122","OFFSPRING","1989-04-03"
"70634103827","78710543384","SPOUSE","1976-09-06"
"78710543384","70634103827","SPOUSE","1976-09-06"
"38084536217","65197605712","SPOUSE","1982-05-20"
"65197605712","38084536217","SPOUSE","1982-05-20"
"61486239562","70725912007","SIBLING","1993-05-23"
"70725912007","61486239562","SIBLING","1993-05-23"
"18015014106","39451308270","SPOUSE","2020-02-21"
"39451308270","18015014106","SPOUSE","2020-02-21"
"44295976129","35655652511","PARENT","2002-07-19"
"35655652511","44295976129","OFFSPRING","2002-07-19"
"13496046492","91881354010","SPOUSE","1974-10-27"
"91881354010","13496046492","SPOUSE","1974-10-27"
"83299954939","96696027510","SIBLING","1994-01-05"
"96696027510","83299954939","SIBLING","1994-01-05"
"68760989731","92195841470","PARENT","1976-12-16"
"92195841470","68760989731","OFFSPRING","1976-12-16"
"74515557204","96992930651","SIBLING","2001-04-08"
"96992930651","74515557204","SIBLING","2001-04-08"
"23552750285","87675857366","PARENT","2000-07-01"
"87675857366","23552750285","OFFSPRING","2000-07-01"
"91311249724","82566194740","SPOUSE","2014-02-24"
"82566194740","91311249724","SPOUSE","2014-02-24"
"23494851779","80104771977","PARENT","2006-11-20"
"80104771977","23494851779","OFFSPRING","2006-11-20"
"62231550562","26485601514","SIBLING","2020-11-21"
"26485601514","62231550562","SIBLING","2020-11-21"
"84791291614","99454203546","SIBLING","2010-07-16"
"99454203546","84791291614","SIBLING","2010-07-16"
"58941105294","33339568436","PARENT","1996-05-11"
"33339568436","58941105294","OFFSPRING","1996-05-11"
"79846160993","88227739175","SIBLING","1982-01-10"
"88227739175","79846160993","SIBLING","1982-01-10"
"89724549330","47156206361","SPOUSE","1977-12-04"
"47156206361","89724549330","SPOUSE","1977-12-04"
"14073620090","78698718806","PARENT","2016-08-27"
"78698718806","14073620090","OFFSPRING","2016-08-27"
"33413029004","56744174966","SPOUSE","1993-08-11"
"56744174966","33413029004","SPOUSE","1993-08-11"
"35713808434","28120919748","SPOUSE","2020-09-20"
"28120919748","35713808434","SPOUSE","2020-09-20"
"23919923564","81865692441","SPOUSE","1986-03-28"
"81865692441","23919923564","SPOUSE","1986-03-28"
"61231345249","37425820267","SIBLING","1971-07-23"
"37425820267","61231345249","SIBLING","1971-07-23"
"35185663510","86540740985","PARENT","2013-03-17"
"86540740985","35185663510","OFFSPRING","2013-03-17"
"16820104393","43421861860","SIBLING","2002-01-22"
"43421861860","16820104393","SIBLING","2002-01-22"
"29336085513","92749677713","PARENT","2018-12-18"
"92749677713","29336085513","OFFSPRING","2018-12-18"
"60336268550","55987931710","SPOUSE","1973-09-16"
"55987931710","60336268550","SPOUSE","1973-09-16"
"73141670164","10807137405","SPOUSE","2009-07-10"
"10807137405","73141670164","SPOUSE","2009-07-10"
"59876666455","59424497213","PARENT","2014-07-09"
"59424497213","59876666455","OFFSPRING","2014-07-09"
"10142289474","85131562850","SIBLING","2000-09-30"
"85131562850","10142289474","SIBLING","2000-09-30"
"58400180449","18730372635","SIBLING","1977-01-15"
"18730372635","58400180449","SIBLING","1977-01-15"
"68151713134","50094106620","SPOUSE","1972-04-19"
"50094106620","68151713134","SPOUSE","1972-04-19"
"53421737727","65489939975","SIBLING","1978-08-15"
"65489939975","53421737727","SIBLING","1978-08-15"
"60412380489","55032714649","PARENT","1982-05-05"
"55032714649","60412380489","OFFSPRING","1982-05-05"
"73822787841","88015084140","PARENT","2003-03-07"
"88015084140","73822787841","OFFSPRING","2003-03-07"
"49696550859","63096480823","SPOUSE","1973-09-11"
"63096480823","49696550859","SPOUSE","1973-09-11"
"15923695496","69780066304","PARENT","1973-11-23"
"69780066304","15923695496","OFFSPRING","1973-11-23"
"89724549330","88479417986","SPOUSE","1970-10-17"
"88479417986","89724549330","SPOUSE","1970-10-17"
"17831820739","68570670752","SIBLING","2000-05-11"
"68570670752","17831820739","SIBLING","2000-05-11"
"44766511827","99688831104","PARENT","2014-07-27"
"99688831104","44766511827","OFFSPRING","2014-07-27"
"83530979155","77528891760","SIBLING","1972-04-25"
"77528891760","83530979155","SIBLING","1972-04-25"
"38844412010","93082341472","SIBLING","1972-05-13"
"93082341472","38844412010","SIBLING","1972-05-13"
"48863303402","52120120870","SIBLING","1979-05-07"
"52120120870","48863303402","SIBLING","1979-05-07"
"10815786180","31468541697","SIBLING","1980-04-22"
"31468541697","10815786180","SIBLING","1980-04-22"
"80751257471","48125250589","SPOUSE","1991-12-25"
"48125250589","80751257471","SPOUSE","1991-12-25"
"63123820970","19772116853","PARENT","1983-02-19"
"19772116853","63123820970","OFFSPRING","1983-02-19"
"51802989858","32763879061","SIBLING","1972-03-12"
"32763879061","51802989858","SIBLING","1972-03-12"
"60194682456","81895564983","SPOUSE","2002-05-11"
"81895564983","60194682456","SPOUSE","2002-05-11"
"50996826175","26493703460","SIBLING","1988-03-13"
"26493703460","50996826175","SIBLING","1988-03-13"
"88395553450","32082943734","SPOUSE","1987-01-03"
"32082943734","88395553450","SPOUSE","1987-01-03"
"78871452319","23711806193","SPOUSE","1972-09-21"
"23711806193","78871452319","SPOUSE","1972-09-21"
"18226677172","97963505680","SPOUSE","1999-05-14"
"97963505680","18226677172","SPOUSE","1999-05-14"
"91150699539","73579434748","PARENT","2019-06-05"
"73579434748","91150699539","OFFSPRING","2019-06-05"
"99349936737","17424629735","SIBLING","2001-02-19"
"17424629735","99349936737","SIBLING","2001-02-19"
"65833891789","46229254385","SPOUSE","1975-06-28"
"46229254385","65833891789","SPOUSE","1975-06-28"
"90223624356","27246629602","PARENT","1991-10-25"
"27246629602","90223624356","OFFSPRING","1991-10-25"
"23687647016","47299096385","PARENT","2003-09-02"
"47299096385","23687647016","OFFSPRING","2003-09-02"
"19187065354","73155856295","PARENT","1974-04-11"
"73155856295","19187065354","OFFSPRING","1974-04-11"
"23559620245","19627640759","SIBLING","2019-11-03"
"19627640759","23559620245","SIBLING","2019-11-03"
"47047187849","32081447492","SIBLING","2005-01-26"
"32081447492","47047187849","SIBLING","2005-01-26"
"73074597744","85924775909","PARENT","2010-11-20"
"85924775909","73074597744","OFFSPRING","2010-11-20"
"51448384848","34613608643","PARENT","1970-02-20"
"34613608643","51448384848","OFFSPRING","1970-02-20"
"88788088191","26976922883","SPOUSE","2018-06-12"
"26976922883","88788088191","SPOUSE","2018-06-12"
"18815594023","19120923879","SIBLING","1990-01-23"
"19120923879","18815594023","SIBLING","1990-01-23"
"80956934565","72405425783","SIBLING","1976-05-15"
"72405425783","80956934565","SIBLING","1976-05-15"
"39801096296","12961594388","SPOUSE","1979-08-06"
"12961594388","39801096296","SPOUSE","1979-08-06"
"66153177024","85085589381","SIBLING","1985-11-20"
"85085589381","66153177024","SIBLING","1985-11-20"
"28155013499","51052121834","SPOUSE","1988-12-27"
"51052121834","28155013499","SPOUSE","1988-12-27"
"51195154741","31099808180","SPOUSE","2008-04-18"
"31099808180","51195154741","SPOUSE","2008-04-18"
"47123392830","51210259148","PARENT","1981-01-07"
"51210259148","47123392830","OFFSPRING","1981-01-07"
"53411952023","25332584074","SIBLING","1971-05-11"
"25332584074","53411952023","SIBLING","1971-05-11"
"55311295598","30259193178","SPOUSE","2000-04-24"
"30259193178","55311295598","SPOUSE","2000-04-24"
"77770510779","22186883110","SPOUSE","1976-05-01"
"22186883110","77770510779","SPOUSE","1976-05-01"
"32124015826","74216767884","PARENT","1980-03-07"
"74216767884","32124015826","OFFSPRING","1980-03-07"
"53063543348","24467407265","PARENT","1991-09-10"
"24467407265","53063543348","OFFSPRING","1991-09-10"
"97006667245","14139052009","PARENT","1975-10-10"
"14139052009","97006667245","OFFSPRING","1975-10-10"
"49190952172","64898126530","PARENT","2013-12-06"
"64898126530","49190952172","OFFSPRING","2013-12-06"
"81865692441","78772620548","SIBLING","1981-02-15"
"78772620548","81865692441","SIBLING","1981-02-15"
"57903261299","55133303099","SPOUSE","2006-12-16"
"55133303099","57903261299","SPOUSE","2006-12-16"
"69721216897","63590262139","SPOUSE","1990-07-15"
"63590262139","69721216897","SPOUSE","1990-07-15"
"31232150434","21680297298","SPOUSE","1974-03-09"
"21680297298","31232150434","SPOUSE","1974-03-09"
"59581981526","45614728241","SIBLING","1975-02-03"
"45614728241","59581981526","SIBLING","1975-02-03"
"82773828069","77821000980","SIBLING","2008-10-20"
"77821000980","82773828069","SIBLING","2008-10-20"
"19493786799","42792459122","PARENT","2015-04-24"
"42792459122","19493786799","OFFSPRING","2015-04-24"
"38266338888","97074249538","SPOUSE","1980-03-11"
"97074249538","38266338888","SPOUSE","1980-03-11"
"17398116506","87815929705","SPOUSE","1988-03-30"
"87815929705","17398116506","SPOUSE","1988-03-30"
"57694040770","81067551624","SPOUSE","2002-03-06"
"81067551624","57694040770","SPOUSE","2002-03-06"
"73315009861","96475589663","PARENT","2015-03-17"
"96475589663","73315009861","OFFSPRING","2015-03-17"
"82388661672","31408106042","SPOUSE","1991-05-15"
"31408106042","82388661672","SPOUSE","1991-05-15"
"78012661895","76914069844","PARENT","2006-03-15"
"76914069844","78012661895","OFFSPRING","2006-03-15"
"14844818961","43966520615","PARENT","1987-12-11"
"43966520615","14844818961","OFFSPRING","1987-12-11"
"70625791205","45182528638","PARENT","2020-08-06"
"45182528638","70625791205","OFFSPRING","2020-08-06"
"82811844543","28757653468","SPOUSE","1980-09-17"
"28757653468","82811844543","SPOUSE","1980-09-17"
"16706886776","89527272839","SPOUSE","1979-03-28"
"89527272839","16706886776","SPOUSE","1979-03-28"
"55916996904","60651153323","SPOUSE","1989-10-04"
"60651153323","55916996904","SPOUSE","1989-10-04"
"20033037630","53825255998","SIBLING","2007-07-08"
"53825255998","20033037630","SIBLING","2007-07-08"
"43724511519","73134830050","SPOUSE","1987-09-26"
"73134830050","43724511519","SPOUSE","1987-09-26"
"88869712640","34925943556","PARENT","1975-02-04"
"34925943556","88869712640","OFFSPRING","1975-02-04"
"46769933610","45182528638","SPOUSE","1976-11-24"
"45182528638","46769933610","SPOUSE","1976-11-24"
"41555892030","34706320633","SIBLING","1970-11-22"
"34706320633","41555892030","SIBLING","1970-11-22"
"47409649759","43031444872","SPOUSE","2001-07-02"
"43031444872","47409649759","SPOUSE","2001-07-02"
"43430319406","66777559870","SIBLING","2020-05-30"
"66777559870","43430319406","SIBLING","2020-05-30"
"55661315488","62833983776","PARENT","1980-06-20"
"62833983776","55661315488","OFFSPRING","1980-06-20"
"75437356056","91394371595","PARENT","2005-08-05"
"91394371595","75437356056","OFFSPRING","2005-08-05"
"40576071984","94486845645","SIBLING","1980-10-27"
"94486845645","40576071984","SIBLING","1980-10-27"
"26467650650","59273133779","SPOUSE","2006-07-03"
"59273133779","26467650650","SPOUSE","2006-07-03"
"86474183268","67955222972","PARENT","1996-06-20"
"67955222972","86474183268","OFFSPRING","1996-06-20"
"78197138690","58660834441","SPOUSE","2016-03-25"
"58660834441","78197138690","SPOUSE","2016-03-25"
"28757653468","74180438548","PARENT","1982-10-22"
"74180438548","28757653468","OFFSPRING","1982-10-22"
"60251968996","24217467657","SPOUSE","1989-10-31"
"24217467657","60251968996","SPOUSE","1989-10-31"
"15303468439","31141950654","PARENT","2015-07-09"
"31141950654","15303468439","OFFSPRING","2015-07-09"
"87559358599","88837800342","SIBLING","1995-11-21"
"88837800342","87559358599","SIBLING","1995-11-21"
"15440896676","48569203129","PARENT","2006-07-07"
"48569203129","15440896676","OFFSPRING","2006-07-07"
"78312483139","65104697499","SIBLING","1983-10-23"
"65104697499","78312483139","SIBLING","1983-10-23"
"67621719246","70379514114","SPOUSE","1992-04-17"
"70379514114","67621719246","SPOUSE","1992-04-17"
"71113677457","80934381900","SPOUSE","1996-05-16"
"80934381900","71113677457","SPOUSE","1996-05-16"
"89389108855","43145759078","PARENT","1996-12-06"
"43145759078","89389108855","OFFSPRING","1996-12-06"
"48337014917","45192304559","PARENT","2015-02-24"
"45192304559","48337014917","OFFSPRING","2015-02-24"
"31664030263","74973708619","SIBLING","1986-06-14"
"74973708619","31664030263","SIBLING","1986-06-14"
"24425944185","90557743987","PARENT","2015-07-12"
"90557743987","24425944185","OFFSPRING","2015-07-12"
"64890628969","17850713944","SPOUSE","1981-10-28"
"17850713944","64890628969","SPOUSE","1981-10-28"
"95960708041","63871735942","SPOUSE","2010-06-10"
"63871735942","95960708041","SPOUSE","2010-06-10"
"56616080827","61679810135","SIBLING","1994-08-24"
"61679810135","56616080827","SIBLING","1994-08-24"
"61468382809","64002588061","SPOUSE","2005-10-14"
"64002588061","61468382809","SPOUSE","2005-10-14"
"26127066509","22570222574","SPOUSE","1975-01-21"
"22570222574","26127066509","SPOUSE","1975-01-21"
"23337288919","52358004255","SPOUSE","1980-04-26"
"52358004255","23337288919","SPOUSE","1980-04-26"
"33339568436","55136040615","SPOUSE","2007-03-22"
"55136040615","33339568436","SPOUSE","2007-03-22"
"95296595756","11798375046","PARENT","1988-06-16"
"11798375046","95296595756","OFFSPRING","1988-06-16"
"24275026245","67573991054","SIBLING","1976-03-05"
"67573991054","24275026245","SIBLING","1976-03-05"
"60866570743","60614883934","SIBLING","1991-03-19"
"60614883934","60866570743","SIBLING","1991-03-19"
"58677226764","44571192722","PARENT","1996-11-05"
"44571192722","58677226764","OFFSPRING","1996-11-05"
"40421217080","65930091671","SPOUSE","1976-09-02"
"65930091671","40421217080","SPOUSE","1976-09-02"
"80518173145","42218727306","SIBLING","1995-12-22"
"42218727306","80518173145","SIBLING","1995-12-22"
"58013921862","98258078772","PARENT","1992-12-13"
"98258078772","58013921862","OFFSPRING","1992-12-13"
"13850965163","62634066448","PARENT","2004-12-27"
"62634066448","13850965163","OFFSPRING","2004-12-27"
"48654367050","19466570482","SPOUSE","1992-02-08"
"19466570482","48654367050","SPOUSE","1992-02-08"
"98345989923","45943083229","SIBLING","1985-08-07"
"45943083229","98345989923","SIBLING","1985-08-07"
"72386995991","10452668791","SPOUSE","2002-02-16"
"10452668791","72386995991","SPOUSE","2002-02-16"
"97757769293","53159165404","PARENT","1972-01-21"
"53159165404","97757769293","OFFSPRING","1972-01-21"
"52592684161","89133398668","SIBLING","1994-09-01"
"89133398668","52592684161","SIBLING","1994-09-01"
"15379790013","50584456303","PARENT","1994-08-20"
"50584456303","15379790013","OFFSPRING","1994-08-20"
"97753084880","36973597865","SPOUSE","2005-03-27"
"36973597865","97753084880","SPOUSE","2005-03-27"
"64071513136","48495646666","SPOUSE","1986-06-18"
"48495646666","64071513136","SPOUSE","1986-06-18"
"68016507304","45371727999","SPOUSE","1989-09-06"
"45371727999","68016507304","SPOUSE","1989-09-06"
"69204219947","41150219714","SIBLING","1984-12-13"
"41150219714","69204219947","SIBLING","1984-12-13"
"39659256618","62138092027","PARENT","1993-06-09"
"62138092027","39659256618","OFFSPRING","1993-06-09"
"14420200197","57298086175","PARENT","2009-12-20"
"57298086175","14420200197","OFFSPRING","2009-12-20"
"89156276556","25712693808","SIBLING","1979-04-11"
"25712693808","89156276556","SIBLING","1979-04-11"
"15186066365","95556297888","SPOUSE","1988-11-13"
"95556297888","15186066365","SPOUSE","1988-11-13"
"51474699305","88614046461","SIBLING","1978-09-07"
"88614046461","51474699305","SIBLING","1978-09-07"
"54086078160","61990668271","SIBLING","1995-12-12"
"61990668271","54086078160","SIBLING","1995-12-12"
"96918575478","36512779594","SIBLING","1997-06-22"
"36512779594","96918575478","SIBLING","1997-06-22"
"51469190013","53565148091","SPOUSE","2011-01-02"
"53565148091","51469190013","SPOUSE","2011-01-02"
"48424609855","79464410279","SPOUSE","1981-02-09"
"79464410279","48424609855","SPOUSE","1981-02-09"
"21417456930","55860801933","SPOUSE","1975-03-27"
"55860801933","21417456930","SPOUSE","1975-03-27"
"12016961174","28227745556","PARENT","1971-12-10"
"28227745556","12016961174","OFFSPRING","1971-12-10"
"48453772058","70857106515","PARENT","1970-10-16"
"70857106515","48453772058","OFFSPRING","1970-10-16"
"89548023272","66839224303","SPOUSE","2010-06-10"
"66839224303","89548023272","SPOUSE","2010-06-10"
"16836006829","84409843096","SPOUSE","1994-05-29"
"84409843096","16836006829","SPOUSE","1994-05-29"
"85069854417","53626006811","SIBLING","2014-07-24"
"53626006811","85069854417","SIBLING","2014-07-24"
"96132613624","43643758904","PARENT","2014-05-25"
"43643758904","96132613624","OFFSPRING","2014-05-25"
"33339568436","38719162222","SIBLING","1972-10-02"
"38719162222","33339568436","SIBLING","1972-10-02"
"44055473333","48684948916","SIBLING","1971-02-24"
"48684948916","44055473333","SIBLING","1971-02-24"
"69819301348","39939607493","SIBLING","2020-08-19"
"39939607493","69819301348","SIBLING","2020-08-19"
"63939226023","96771170099","SIBLING","1990-06-20"
"96771170099","63939226023","SIBLING","1990-06-20"
"35135259350","60889691157","SPOUSE","1988-08-12"
"60889691157","35135259350","SPOUSE","1988-08-12"
"30388856808","80118509178","PARENT","2018-01-18"
"80118509178","30388856808","OFFSPRING","2018-01-18"
"36721773359","14265652591","SPOUSE","2017-11-09"
"14265652591","36721773359","SPOUSE","2017-11-09"
"64805869366","62326547852","PARENT","2007-06-10"
"62326547852","64805869366","OFFSPRING","2007-06-10"
"72156013587","98160581259","SPOUSE","2019-03-19"
"98160581259","72156013587","SPOUSE","2019-03-19"
"83805048857","39981723071","SIBLING","1990-12-09"
"39981723071","83805048857","SIBLING","1990-12-09"
"91247573983","75199682259","SIBLING","1973-05-31"
"75199682259","91247573983","SIBLING","1973-05-31"
"56482281270","76448891967","SPOUSE","1976-08-15"
"76448891967","56482281270","SPOUSE","1976-08-15"
"47065684910","77484558992","PARENT","1978-02-24"
"77484558992","47065684910","OFFSPRING","1978-02-24"
"55333261131","59886135470","SIBLING","1970-06-29"
"59886135470","55333261131","SIBLING","1970-06-29"
"30540352196","23627568250","SIBLING","1990-03-20"
"23627568250","30540352196","SIBLING","1990-03-20"
"71540609224","27587739119","PARENT","1993-10-02"
"27587739119","71540609224","OFFSPRING","1993-10-02"
"80865046705","37471091841","SIBLING","1979-04-23"
"37471091841","80865046705","SIBLING","1979-04-23"
"40042247783","68057488375","PARENT","2017-01-29"
"68057488375","40042247783","OFFSPRING","2017-01-29"
"37022281203","90592320508","PARENT","1971-07-25"
"90592320508","37022281203","OFFSPRING","1971-07-25"
"29974730664","63021051482","SIBLING","2006-01-21"
"63021051482","29974730664","SIBLING","2006-01-21"
"20712936812","45314104860","SIBLING","1988-10-08"
"45314104860","20712936812","SIBLING","1988-10-08"
"92471804673","38266338888","PARENT","1984-07-16"
"38266338888","92471804673","OFFSPRING","1984-07-16"
"26443521186","68854799693","SPOUSE","1996-09-06"
"68854799693","26443521186","SPOUSE","1996-09-06"
"31436435010","44044164146","PARENT","2018-08-18"
"44044164146","31436435010","OFFSPRING","2018-08-18"
"76337235681","14803614010","SIBLING","2012-07-20"
"14803614010","76337235681","SIBLING","2012-07-20"
"44465719804","94370302385","SIBLING","2013-07-26"
"94370302385","44465719804","SIBLING","2013-07-26"
"60103226406","13717434915","SPOUSE","2017-04-25"
"13717434915","60103226406","SPOUSE","2017-04-25"
"39359312092","37008286065","SPOUSE","1999-01-30"
"37008286065","39359312092","SPOUSE","1999-01-30"
"18264139477","78009346458","SIBLING","2000-12-05"
"78009346458","18264139477","SIBLING","2000-12-05"
"11840078051","26882408437","SPOUSE","1994-01-04"
"26882408437","11840078051","SPOUSE","1994-01-04"
"70260749030","64223792520","SIBLING","1996-08-23"
"64223792520","70260749030","SIBLING","1996-08-23"
"77649541278","45526025467","SPOUSE","2017-10-21"
"45526025467","77649541278","SPOUSE","2017-10-21"
"41121629072","30392012305","PARENT","2018-11-10"
